KL_p,KL_f,KL_w
3.686597057176232,21.23982090436285,14.183903012795374
3.462673362382612,22.73777601391896,3.4572141463261503
3.6761846405539536,19.14772250913496,4.046701559862968
3.67118673108423,21.57545435146269,6.812670143681771
3.5324532588743702,51.356167450529846,3.628011172612328
3.5804578010078822,20.38588836700399,3.884422276668688
3.705754057523184,17.957187118903843,5.6589087785774685
3.468855066051689,21.88367649238238,7.431086623825957
3.5258821796734097,17.409996185771963,5.889124314306606
3.760052242666805,30.38876532078562,28.65981836161285
3.681440554335067,19.044054347073768,30.178005312143803
3.584835321874196,19.53281601098747,44.895675748037206
3.641749095159983,19.270259932475707,6.748693553278424
3.5813727201212493,21.38512219049182,10.09895517300246
3.551761744376728,20.30792239266469,4.77842399299816
3.7536843410309935,17.807605427261468,4.391478696049728
3.5349835561793683,19.06888240297058,2.521529792940973
3.701167667946064,14.631015758798249,2.170664325196503
3.541217346538507,16.154344386064217,17.16910274077574
3.6202480652446014,17.531274429906425,3.5575394802046567
3.6809907028797655,27.605066941275265,13.92327531685338
3.720560858116258,23.277082060257385,10.916170479466263
3.582054419437312,18.13992028681773,8.411380395930884
3.6357878163705264,18.850723215960883,3.89538507437279
3.744657956964837,21.232464236084404,6.07347428792951
3.639374146439344,20.06618398993385,37.30004087064516
3.5758976861403227,25.819095566957145,43.154729834245664
3.644691108262968,15.814108806671708,17.712466081748882
3.776470689278564,17.924967832323308,13.582334890736854
3.667138960395665,23.480163227077927,5.522861713763363
3.68721990463998,27.7538531619929,1.1521382612265594
3.7138011182033663,14.074961243051314,16.9797083597282
3.5917349347581187,22.56275689093746,4.810801212590352
3.63194737121823,19.789073844887707,5.311213784346566
3.592598373994072,18.030384362813443,5.178533921915905
3.729505485679416,17.611700549041903,3.929541879372175
3.661081118775422,22.30377390164184,93.98586762153568
3.554619745569441,20.984461673813584,-3.6922843037424286e-12
3.603641844362768,21.0059758723338,32.07281349430214
3.706528083225199,20.87467996041625,2.862310926823871
3.584394422683139,23.92859405670675,5.496317658182676
3.482931265184475,18.106282662193543,3.83180804928542
3.587698796871765,25.549948062660555,0.0020650332018329
3.667536341316848,23.84982083755583,2.3762577274367667
3.5401913416284088,19.93359164250237,7.395229417037209
3.684454594881105,27.47509413722555,13.360180069393078
3.705393043703785,22.022885008509025,0.3913702273643575
3.478900722823732,15.682049020054809,-3.653392503348601e-12
3.520127283261503,16.240526002186197,13.445656345502488
3.56178170847815,22.73267175669549,12.123734999488589
3.591112519440105,16.78318269759285,4.024722250039095
3.593909873302535,16.556223830117016,3.913482973770975
3.578416012035219,42.26058969947868,4.2442151997622295
3.627475838801748,18.69687576222085,0.6415696570228145
3.626705836829572,17.356096556432327,4.820686453983076
3.623771227792616,15.05164761997974,8.188167325833026
3.7400724343552207,22.56253546906897,10.496685044344028
3.60560411261528,18.087427335163017,2.5418496172624288
3.5694018350049546,18.42863922781949,3.711166742759618
3.673055914413124,20.918072671520928,8.16310944602458
3.576642241937992,20.124356304110886,2.854728728325808
3.6711988063235976,16.45090360076027,3.665486551225224
3.6892643408224233,36.1020520765798,5.27091502762609
3.569942497520091,26.50259911811968,0.0004685081260917
3.5812798480789056,16.108534976940607,1.4997139860106408
3.5294671159459554,159.76508052926215,4.885112631460125
3.5957029296036387,18.255173484034515,2.962579873506586
3.6373495701121024,23.26821857119516,4.598411114518148
3.574889600783137,16.21207014038655,3.979934564516563
3.642552242863508,18.891261536854383,5.484984741643273
3.399787915768667,13.950818749092084,7.088688367768168
3.6327354092618416,19.36191372191648,12.451349652926297
3.5718293057552275,17.951522931335624,6.740462679068182
3.67173723108892,17.012696025692474,6.469605496013384
3.6262454552146353,14.405352361530083,1.1658415719277735
3.761502944965636,23.727654568101958,11.468151686042708
