KL_p,KL_f,KL_w
16.867310172425316,14.129979139023384,15.11790781585266
16.296633636132974,15.284996713551754,9.565058936526828
16.461138877128427,13.556015980284435,19.738724261926297
16.595913761588257,11.47268686953534,9.802188567097318
16.282308907053178,14.596899831756076,7.350247071210946
16.255652170118857,10.760349145121596,5.673686018381511
16.681242653994595,10.954635880787716,2.325045308115515
16.425426239043933,10.903678584199303,10.953057481387152
16.377332076231273,13.670875955491487,18.703201557656914
16.9096672712052,18.613783882691045,5.663071127367342
16.65157177122426,10.460351297435713,16.75074141514782
16.596978222442726,13.905438442208416,8.402018429029397
16.594803535151748,14.476165515255383,4.85276476471149
16.307204662967024,10.820486295608642,3.027276093859365
16.666806513617438,15.617088059421638,5.725067497935775
16.784446197354306,12.480963613047782,-7.03504250291495e-12
16.47502025787454,14.717007102115453,9.568582839046623
16.68126648116649,13.586806116058671,14.66654766181822
16.50475863981233,12.964336747858814,5.195229978781457
16.59986105671745,9.189270955833592,3.931675592486531
16.38765333053005,13.973366957371924,3.249331183993488
16.95339029365408,13.88720207119045,2.877993235956469
16.604940803499446,13.728880670439764,4.122859313237333
16.486716316617407,11.523742617605734,7.958225929661566
16.679426322202914,34.115327724518885,8.299035748433464
16.287941586393465,13.886080777464088,5.07717707082646
16.670760648634705,11.389350467365436,19.684393398044627
16.53394442984836,14.675755444599252,10.253455468971111
16.78253958545336,14.596152496635634,2.9583261608445177
16.740269980362328,13.442122022653871,9.472880613280925
16.734220490539066,12.279670084191771,13.947298877883828
16.766182505865885,13.98165185768373,8.610165943872328
16.785119869382978,14.042785809402575,8.862232197092215
16.476232581203337,11.278153867593932,13.573502076550204
16.576263785914975,14.77060612389747,9.505876398736143
16.404358946997345,14.228958643235302,11.295668433620458
16.584123661081872,13.86310768146294,4.872203183699438
16.732892568680867,13.184790452855976,4.239582664871426
16.550794741707854,17.61691912258125,2.753794205054087
16.576143061609063,9.645824518242042,24.07056812881796
16.628722542079494,13.64993555073985,4.43330603731355
16.229458750105277,13.883610694334958,15.390373182693832
16.739436741517796,13.72842880306851,8.627342651069945
16.453173638660253,13.080291500179346,14.185270331984745
16.57004362268123,14.674773592753509,7.366593964607192
16.682503320628623,17.009317308907534,14.733450586613069
16.86911619059988,14.291029953203182,2.1998712291798617
16.497295764736776,13.212571613982584,8.001659095354457
15.814656663704977,14.527490062939018,13.18956849831194
16.62886603023638,10.104937603717032,1.7565059248901758
16.428156151922497,10.466735882256549,6.9095410713005965
16.55872611783716,13.96426743756252,2.457234644662148
16.744066744236807,13.931004969372603,4.23346103734891
16.641410263290346,13.49838750997948,8.99220959982417
16.899946831257218,19.13308076266956,1.5439652563317148
16.828255824423195,14.015767656673273,7.816174121930155
16.700959740170433,11.815640505089656,8.5530202036982
16.462116922663373,14.856694145129222,12.51250350315739
16.314104508279872,11.943816748956374,19.99337141289272
16.63047201379819,32.29587196599691,16.305495765530573
16.184026763197966,13.824161282940429,13.462267332925984
16.38482830592739,14.076972279058106,7.855761227301379
16.542145668115047,10.641160130709432,7.83306191499519
16.776222642615032,13.614879318054044,24.198860538484663
16.604362020030944,14.194804209264316,7.266679883954703
16.6077260601542,12.550341574962914,2.9040812701416328
16.626157671971434,17.435891285330865,5.308237452354724
16.388292844430335,14.706606949410524,2.323081235904621
15.964925963781385,13.355589153703216,5.896992850656845
16.611643803270674,12.414276208290136,23.781828047101225
16.180686405123843,11.08411505308052,11.638256387095314
16.83502554149384,13.305718104559308,6.637204395311261
16.13977356017555,13.38715058643334,15.961297505314697
16.570527078082094,13.300306041810709,10.974190386747264
16.394975630829073,9.967976812806729,5.220227778628181
17.027871508475123,13.911962226596746,15.80584396572858
16.26575162664843,12.508588975584198,7.076729201281789
16.747103597496125,14.666873243802664,36.74215703714213
16.708001499756342,18.015446811839382,4.736442523331732
16.266922637380002,18.536452446492643,8.617089484135352
16.59057824438711,9.24073891632482,9.116746604833017
16.355920304628718,12.568419246442296,7.793295799750507
16.226588922842044,11.87194684224021,5.0075087375025005
16.518719542844355,12.868409740030936,3.738417881851037
16.79971327759008,13.224262016958358,11.97749337469457
16.55050218224367,26.528873814360225,2.712081400348532
16.683361542175522,11.702709131757167,5.38797326742228
16.54215545468697,11.392708411362095,11.349944754813263
16.38088571450867,12.495062222587084,13.5693433397394
16.19330942342308,13.25731603697182,9.958486693519015
16.525098924001576,14.65673305382929,13.095560593223615
16.49046660422028,16.283403914122424,8.749987724069248
16.731944947502637,12.835933290309223,4.492421008884737
16.698217192388018,13.917283436109111,5.002791767665673
16.34404941225325,11.93632466157639,5.473385040652544
16.0956872078269,10.806784362301983,10.18198472593446
16.830873955451846,16.859913796527728,31.897725653691264
16.517929220796997,11.682791487450055,3.257081162768607
16.51978986762886,21.72907536461569,7.145184540345869
16.508197817946908,15.387440773868642,15.628250288577533
