KL_p,KL_f,KL_w
0.1036967768172769,127.19682084943769,19.426710846586808
0.1157536882380114,98.33896341702976,11.378918108775094
0.1220462644274176,110.92882159455291,76.8773983057646
0.1399083572862777,66.40947339322457,57.80579601808565
0.1025642304762197,40.919736406256405,29.50650367232125
0.1248330237314707,68.94309751968606,94.68075714427252
0.1436949091432975,90.05291887808202,34.78536063202816
0.1043037751343104,73.6009307479134,42.61781423180851
0.1041420198381233,117.21820867694043,87.52648732478482
0.1129227435016344,83.46120038535605,310.78371260300906
0.1237915022423358,93.50309719519308,13.248553526784852
0.0951284935270297,44.05406259980005,8.895592791113975
0.0801946368882237,110.67108592110112,430.9688289098655
0.0963577056427237,71.93001052945759,82.78697458460042
0.0932731778737744,53.40606783811022,31.17107159081454
0.1027262006447629,60.51879514665809,9.02701436999952
0.1189923327111395,108.66534269843284,166.4339641225993
0.1402857059546063,63.41196616003798,145.32118417903772
0.0961437305887209,99.98652085508944,57.53093523202684
0.1064429721796303,147.66115070518984,76.65088465979768
0.1032198232845024,296.02862905558175,40.439811786353296
0.1192664925309803,66.70817284545201,37.15585424068775
0.1187701398748528,95.9146160674834,39.7893526808546
0.0952354036398313,111.40754911934786,7.554726043029717
0.1238157843993507,87.84849492494675,146.6769439622155
0.1108002050143937,91.52211839183636,41.8239770440827
0.1154559660652079,118.10174493682888,223.2202211508767
0.1551472348962554,78.34736963834776,375.1885182789092
0.1657318552652289,43.58418149332501,101.93482736054148
0.1030170216256622,51.38919982146873,14.614811226691549
0.1026827802022412,182.7976182099498,143.158099399798
0.1077179558735658,77.15738561167005,7.616856221277788
0.0927625840146376,110.2399854426975,107.170170503721
0.115923283277694,275.1346632660155,13.364289036679674
0.105294308178063,53.8335556882203,66.22891111935255
0.1146683646992517,87.79448282943916,12.281358811433297
0.1023590016431494,208.3635745236029,17.596525152136753
0.1367883247543786,120.09380198141692,59.24445062092597
0.0941241322147096,50.69099078030101,47.42121130739133
0.1226607555891071,52.33774108605612,28.90952889066017
0.1095560248373896,57.39641445953051,94.1602766155369
0.1236242455800048,106.62743212796218,80.60566207220828
0.0858721596579163,133.87015896178994,18.50351634982488
0.1132450081466396,142.35788490623025,31.16400223934176
0.0910107660498424,68.89155660992127,38.5996795697346
0.0846688936187027,165.50130064080233,35.255755709734835
0.1419006882959382,88.36447210848155,11.131864157172645
0.1225043797763788,76.51780029536805,341.0258848237496
0.1142559767582689,47.92529889373069,184.72283335876568
0.1197434517716898,126.25498479214627,37.79654413142106
0.0915727850819211,57.59060699981394,40.61030183190735
0.0833947959960468,66.76923625035104,30.92372837343421
0.0962250824584464,43.272583536939685,47.84090295421196
0.1035208668397452,44.00261929346359,31.76752252606053
0.1120424157117649,99.2963078896509,21.335672654351665
0.124940957814564,47.43386819853642,22.339598254357902
0.0945854626944854,141.5243860547151,22.39668890478369
0.1028105641150656,97.52482171218696,246.81116449312407
0.0874185102155084,70.33914225355502,216.1707685450724
0.0838633519299918,214.4246021095028,48.703498117458125
0.1087764242646821,46.37480238872611,20.88389643257621
0.1167288890362377,38.8240903003938,7.940315291926649
0.1156066718009752,51.481146836758185,40.06537020899621
0.1006458478000031,58.0537012443682,38.92913722194213
0.1096972210360838,44.40416110136907,6.999680649381203
0.0969929869733227,57.3133376188052,15.058295971243334
0.0982787687085533,70.80859810321245,35.929873450450216
0.1544474104214364,99.85635667324178,23.5736672246182
0.1010745229278185,67.15488100962307,25.28036398824038
0.099523021111493,44.68981673999664,17.241525082919388
0.1020295738296134,87.75672703407163,446.3763859046792
0.1518272961231864,59.934196321558616,401.2197551695423
0.1108840622471264,94.8963654712572,28.91861723691565
0.1397797193549156,88.08157994985558,34.061261868611275
0.0913387446511393,49.18538532768567,33.111132821449026
0.1765554930962165,85.47469057315102,58.3059979545846
0.1379637289151703,100.05834901814151,97.49040468515972
0.1583618751113885,53.26582540429492,7.345335734510523
0.0942325896547222,68.23503588408967,9.9288902011131
0.1266336487180025,66.28549302628593,22.45813460902645
0.1259451495641659,124.04359416240138,38.37026631409809
0.1344029621594547,45.486591352632026,84.96187163604313
0.1289775651691209,161.20314684929326,196.2942230506469
0.0857159045431641,93.17953344924476,16.376032835867697
0.1301430332020667,107.90543252746276,62.80205041411445
0.0777340636004043,72.56219890665615,23.174522459838503
0.1512140560185252,63.00950708233029,13.684063203327996
0.1004044300341282,112.358984546461,29.001144550979117
0.1135143387006375,123.30710819659332,377.74173673349753
0.12375903393521262,52.615742510709495,30.721137109962562
0.10837800606691055,88.15629131285553,15.58453273220248
0.11854449848807136,131.31979994761272,22.82358468828287
0.1361630617559119,88.86388629432581,27.026938784331783
0.10204810159447045,224.44994477892706,43.36705539849304
0.11451297334825483,87.05274351424131,370.4360323266534
0.06738825348192409,117.55820109911649,5.010969414025752
0.12440683649701627,76.98761962357135,8.911406072262793
0.11730570668093195,85.2971130303545,47.78025961877122
0.09430497539226639,101.11857279690146,180.71061694759356
0.1177524740292325,109.34548016013237,6.727772101016214
